repl	time	Agent	SPVL	Status	tInf	s	tx	tx_d	tx_dA	Age	Pdrop	V	CD4	D1	D2	D3	D4	Met	Donor_Index	TransDR_status	AcqDR_status	mut_at_loc1	mut_at_loc2	mut_at_loc3	mut_at_loc4	mut_at_loc5	V00000	V00001	V00010	V00011	V00100	V00101	V00110	V00111	V01000	V01001	V01010	V01011	V01100	V01101	V01110	V01111	V10000	V10001	V10010	V10011	V10100	V10101	V10110	V10111	V11000	V11001	V11010	V11011	V11100	V11101	V11110	V11111

1	10	1	12039.707278	1	0.000000	0.140000	0	0	0	40.62	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.4e-005	2.7e-005	0.0e+000	9.1e+006	3.0e-007	2.2e-005	0.0e+000	1.5e-005	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	2.8e-005	0.0e+000	0.0e+000	0.0e+000	2.4e-006	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	6	243315.061145	1	0.000000	0.140000	0	0	0	46.41	0.00	9.10e+006	2	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	1.7e-006	0.0e+000	0.0e+000	9.1e+006	2.2e-005	4.2e-005	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	5.0e-007	0.0e+000	0.0e+000	0.0e+000	2.9e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	7	1095.404124	1	0.000000	0.140000	0	0	0	34.32	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	3	0	0	0	0	0	1	0	0	1.1e-001	2.4e-005	2.2e-005	0.0e+000	9.1e+006	3.1e-006	2.0e-007	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	10	15165.400741	1	0.000000	0.140000	0	0	0	32.51	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.2e-005	4.0e-007	0.0e+000	9.1e+006	3.0e-007	0.0e+000	0.0e+000	9.3e-006	0.0e+000	0.0e+000	0.0e+000	5.0e-007	0.0e+000	0.0e+000	0.0e+000	7.2e-006	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	12	16699.329953	1	0.000000	0.140000	0	0	0	39.51	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.1e-001	1.0e-007	2.2e-005	0.0e+000	9.1e+006	1.0e-007	2.2e-005	0.0e+000	2.0e-006	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	2.0e-006	0.0e+000	0.0e+000	0.0e+000	5.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	16	13149.964330	1	0.000000	0.140000	0	0	0	19.68	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.5e-006	2.7e-005	0.0e+000	9.1e+006	2.0e-007	2.4e-005	0.0e+000	1.0e-005	0.0e+000	0.0e+000	0.0e+000	3.2e-005	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	3.9e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	17	3567.744593	1	0.000000	0.140000	0	0	0	16.40	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.1e-001	1.3e-005	1.5e-005	0.0e+000	9.1e+006	2.2e-005	0.0e+000	0.0e+000	3.1e-005	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	6.8e-006	0.0e+000	0.0e+000	0.0e+000	3.4e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	18	586.936443	1	0.000000	0.140000	0	0	0	59.98	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	1.5e-005	6.5e-006	0.0e+000	9.1e+006	4.3e-006	0.0e+000	0.0e+000	4.0e-007	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	20	21118.073257	1	0.000000	0.140000	0	0	0	63.90	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	4.0e-006	2.3e-005	0.0e+000	9.1e+006	4.0e-007	2.0e-007	0.0e+000	2.0e-006	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	1.3e-006	0.0e+000	0.0e+000	0.0e+000	6.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	21	46285.820294	1	0.000000	0.140000	0	0	0	79.50	0.00	9.10e+006	3	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	1.3e-005	2.4e-006	0.0e+000	9.1e+006	5.0e-007	3.1e-005	0.0e+000	4.0e-007	0.0e+000	0.0e+000	0.0e+000	4.2e-006	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	26	3462.262190	1	9.000000	0.140000	0	0	0	46.61	0.00	0.00e+000	1	0.0	0.0	0.0	0.0	1	18	0	0	0	0	0	0	0	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	29	136396.291631	1	0.000000	0.140000	0	0	0	39.13	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.1e-001	2.4e-005	2.5e-005	0.0e+000	9.1e+006	2.2e-005	2.1e-005	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	1.9e-006	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	30	27946.961558	1	0.000000	0.140000	0	0	0	33.50	0.00	9.10e+006	2	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.1e-001	3.4e-005	2.0e-007	0.0e+000	9.1e+006	1.0e-007	1.0e-007	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	2.5e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	31	226.189079	1	0.000000	0.140000	0	0	0	26.21	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.0e-007	5.2e-006	0.0e+000	9.1e+006	7.0e-006	0.0e+000	0.0e+000	2.0e-006	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	1.0e-005	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	32	4222.411669	1	0.000000	0.140000	0	0	0	55.76	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	8.6e-006	1.9e-006	0.0e+000	9.1e+006	2.7e-005	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	1.8e-005	0.0e+000	0.0e+000	0.0e+000	1.4e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	33	41441.860469	1	0.000000	0.140000	0	0	0	35.24	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.0e-006	7.2e-006	0.0e+000	9.1e+006	3.0e-007	3.0e-007	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	2.2e-006	0.0e+000	0.0e+000	0.0e+000	3.0e-006	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	34	371.037800	1	0.000000	0.140000	0	0	0	41.16	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.0e-007	4.0e-006	0.0e+000	9.1e+006	0.0e+000	2.2e-005	0.0e+000	8.4e-006	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	4.0e-006	0.0e+000	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	36	228708.341389	1	0.000000	0.140000	0	0	0	44.18	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.0e-007	8.2e-006	0.0e+000	9.1e+006	2.3e-005	3.0e-007	0.0e+000	9.1e-006	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	4.3e-006	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	41	76826.226185	1	0.000000	0.140000	0	0	0	31.64	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	8.3e-006	2.0e-007	0.0e+000	9.1e+006	2.2e-005	2.2e-005	0.0e+000	2.6e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	42	59.785082	1	0.000000	0.140000	0	0	0	34.93	0.00	9.10e+006	2	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.0e-005	2.0e-006	0.0e+000	9.1e+006	7.0e-007	0.0e+000	0.0e+000	1.5e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	2.4e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	43	1563.405713	1	0.000000	0.140000	0	0	0	49.13	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	8.7e-006	2.3e-005	0.0e+000	9.1e+006	3.0e-007	5.4e-006	0.0e+000	4.0e-007	0.0e+000	0.0e+000	0.0e+000	6.1e-006	0.0e+000	0.0e+000	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	44	11161.561000	1	0.000000	0.140000	0	0	0	19.00	0.00	9.10e+006	2	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.1e-001	2.0e-006	2.3e-006	0.0e+000	9.1e+006	0.0e+000	1.0e-005	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	45	446.090107	1	0.000000	0.140000	0	0	0	47.68	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.3e-005	3.6e-005	0.0e+000	9.1e+006	2.4e-005	2.9e-005	0.0e+000	7.0e-007	0.0e+000	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	2.4e-006	0.0e+000	0.0e+000	0.0e+000	1.1e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	46	24.785560	1	0.000000	0.140000	0	0	0	48.20	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.1e-001	3.0e-007	1.9e-006	0.0e+000	9.1e+006	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	1.0e-005	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	48	20795.051164	1	0.000000	0.140000	0	0	0	21.78	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	3	0	0	0	0	0	1	0	0	1.1e-001	2.4e-005	2.3e-005	0.0e+000	9.1e+006	2.0e-007	4.0e-007	0.0e+000	6.0e-006	0.0e+000	0.0e+000	0.0e+000	5.0e-007	0.0e+000	0.0e+000	0.0e+000	2.4e-006	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	49	12230.433726	1	0.000000	0.140000	0	0	0	29.64	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.1e-001	3.6e-006	2.2e-005	0.0e+000	9.1e+006	2.2e-005	2.2e-005	0.0e+000	5.0e-006	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	2.1e-006	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	10	50	326.341070	1	0.000000	0.140000	0	0	0	31.35	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.1e-001	2.9e-006	2.0e-006	0.0e+000	9.1e+006	1.6e-005	0.0e+000	0.0e+000	4.2e-006	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	1.6e-006	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	1	12039.707278	1	0.000000	0.140000	0	0	0	40.65	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.8e-005	2.8e-005	0.0e+000	9.1e+006	0.0e+000	2.1e-005	0.0e+000	1.3e-005	0.0e+000	0.0e+000	0.0e+000	1.3e-005	0.0e+000	0.0e+000	0.0e+000	3.0e-005	0.0e+000	0.0e+000	0.0e+000	4.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	6	243315.061145	1	0.000000	0.140000	0	0	0	46.44	0.00	9.10e+006	2	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	6.0e-006	1.3e-005	0.0e+000	9.1e+006	2.2e-005	4.0e-005	0.0e+000	6.4e-006	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	2.6e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	7	1095.404124	1	0.000000	0.140000	0	0	0	34.35	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	3	0	0	0	0	0	1	0	0	1.2e-001	2.7e-005	2.4e-005	0.0e+000	9.1e+006	0.0e+000	0.0e+000	0.0e+000	2.4e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	2.5e-005	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	10	15165.400741	1	0.000000	0.140000	0	0	0	32.53	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.5e-005	2.0e-006	0.0e+000	9.1e+006	0.0e+000	0.0e+000	0.0e+000	2.8e-006	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	12	16699.329953	1	0.000000	0.140000	0	0	0	39.53	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.2e-001	2.3e-005	2.3e-005	0.0e+000	9.1e+006	0.0e+000	2.1e-005	0.0e+000	1.1e-005	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	8.6e-006	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	16	13149.964330	1	0.000000	0.140000	0	0	0	19.70	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.0e-007	2.8e-005	0.0e+000	9.1e+006	2.0e-007	2.3e-005	0.0e+000	8.0e-006	0.0e+000	0.0e+000	0.0e+000	3.0e-005	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	3.6e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	17	3567.744593	1	0.000000	0.140000	0	0	0	16.42	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.2e-001	1.4e-005	2.3e-005	0.0e+000	9.1e+006	2.2e-005	0.0e+000	0.0e+000	3.3e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	3.2e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	18	586.936443	1	0.000000	0.140000	0	0	0	60.01	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.4e-005	2.0e-007	0.0e+000	9.1e+006	2.0e-007	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	2.4e-005	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	20	21118.073257	1	0.000000	0.140000	0	0	0	63.92	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.3e-005	2.4e-005	0.0e+000	9.1e+006	3.0e-007	4.0e-007	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	6.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	21	46285.820294	1	0.000000	0.140000	0	0	0	79.53	0.00	9.10e+006	3	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.5e-005	5.1e-006	0.0e+000	9.1e+006	1.0e-007	2.9e-005	8.4e-006	2.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	6.2e-006	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	26	3462.262190	1	9.000000	0.140000	0	0	0	46.64	0.00	0.00e+000	1	0.0	0.0	0.0	0.0	1	18	0	0	0	0	0	0	0	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	29	136396.291631	1	0.000000	0.140000	0	0	0	39.16	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.2e-001	2.7e-005	2.6e-005	0.0e+000	9.1e+006	2.2e-005	2.3e-005	0.0e+000	2.5e-005	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	9.8e-006	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	30	27946.961558	1	0.000000	0.140000	0	0	0	33.53	0.00	9.10e+006	2	0.0	0.0	0.0	0.0	2	0	0	0	0	0	1	0	0	1.2e-001	3.8e-005	4.0e-007	0.0e+000	9.1e+006	4.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	4.0e-007	0.0e+000	0.0e+000	0.0e+000	2.7e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	31	226.189079	1	0.000000	0.140000	0	0	0	26.24	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	4.0e-007	1.5e-006	0.0e+000	9.1e+006	2.2e-005	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	2.0e-007	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	32	4222.411669	1	0.000000	0.140000	0	0	0	55.79	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	7.2e-006	1.0e-007	0.0e+000	9.1e+006	2.7e-005	1.7e-006	0.0e+000	2.0e-006	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	2.3e-005	0.0e+000	0.0e+000	0.0e+000	2.4e-006	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	33	41441.860469	1	0.000000	0.140000	0	0	0	35.27	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	1.6e-006	2.3e-005	0.0e+000	9.1e+006	2.0e-007	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	3.0e-007	0.0e+000	0.0e+000	0.0e+000	8.0e-007	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	34	371.037800	1	0.000000	0.140000	0	0	0	41.19	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.0e-007	2.2e-005	0.0e+000	9.1e+006	3.0e-007	2.1e-005	0.0e+000	2.7e-006	0.0e+000	0.0e+000	0.0e+000	2.2e-005	0.0e+000	0.0e+000	0.0e+000	1.9e-006	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
1	20	36	228708.341389	1	0.000000	0.140000	0	0	0	44.20	0.00	9.10e+006	1	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	1.2e-001	2.0e-007	4.0e-006	0.0e+000	9.1e+006	2.4e-005	0.0e+000	0.0e+000	3.4e-006	0.0e+000	0.0e+000	0.0e+000	1.0e-007	0.0e+000	0.0e+000	0.0e+000	2.4e-005	0.0e+000	0.0e+000	0.0e+000	2.1e-005	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000	0.0e+000
